flim_year,ceremony_year,ceremony,category,nominee,film,winner
1927,1928,1,ACTOR,Richard Barthelmess,The Noose,FALSE
1927,1928,1,ACTOR,Emil Jannings,The Last Command,TRUE
1927,1928,1,ACTRESS,Louise Dresser,A Ship Comes In,FALSE
1927,1928,1,ACTRESS,Janet Gaynor,7th Heaven,TRUE
1927,1928,1,ACTRESS,Gloria Swanson,Sadie Thompson,FALSE
1927,1928,1,DIRECTING (Comedy Picture),Lewis Milestone,Two Arabian Knights,TRUE
1927,1928,1,DIRECTING (Comedy Picture),Ted Wilde,Speedy,FALSE
1927,1928,1,DIRECTING (Dramatic Picture),Frank Borzage,7th Heaven,TRUE
1927,1928,1,DIRECTING (Dramatic Picture),Herbert Brenon,Sorrell and Son,FALSE
1927,1928,1,DIRECTING (Dramatic Picture),King Vidor,The Crowd,FALSE
1927,1928,1,OUTSTANDING PICTURE,The Caddo Company,The Racket,FALSE
1927,1928,1,OUTSTANDING PICTURE,Fox,7th Heaven,FALSE
1927,1928,1,OUTSTANDING PICTURE,Paramount Famous Lasky,Wings,TRUE
1927,1928,1,WRITING (Adaptation),Alfred Cohn,The Jazz Singer,FALSE
1927,1928,1,WRITING (Adaptation),Anthony Coldeway,Glorious Betsy,FALSE
1927,1928,1,WRITING (Adaptation),Benjamin Glazer,7th Heaven,TRUE
1927,1928,1,WRITING (Original Story),Lajos Biro,The Last Command,FALSE
1927,1928,1,WRITING (Original Story),Ben Hecht,Underworld,TRUE
1927,1928,1,WRITING (Title Writing),Gerald Duffy,The Private Life of Helen of Troy,FALSE
1927,1928,1,WRITING (Title Writing),Joseph Farnham,,TRUE
1927,1928,1,WRITING (Title Writing),"George Marion, Jr.",,FALSE
1928,1929,2,ACTOR,George Bancroft,Thunderbolt,FALSE
1928,1929,2,ACTOR,Warner Baxter,In Old Arizona,TRUE
1928,1929,2,ACTOR,Chester Morris,Alibi,FALSE
1928,1929,2,ACTOR,Paul Muni,The Valiant,FALSE
1928,1929,2,ACTOR,Lewis Stone,The Patriot,FALSE
1928,1929,2,ACTRESS,Ruth Chatterton,Madame X,FALSE
1928,1929,2,ACTRESS,Betty Compson,The Barker,FALSE
1928,1929,2,ACTRESS,Jeanne Eagels,The Letter,FALSE
1928,1929,2,ACTRESS,Corinne Griffith,The Divine Lady,FALSE
1928,1929,2,ACTRESS,Bessie Love,The Broadway Melody,FALSE
1928,1929,2,ACTRESS,Mary Pickford,Coquette,TRUE
1928,1929,2,DIRECTING,Lionel Barrymore,Madame X,FALSE
1928,1929,2,DIRECTING,Harry Beaumont,The Broadway Melody,FALSE
1928,1929,2,DIRECTING,Irving Cummings,In Old Arizona,FALSE
1928,1929,2,DIRECTING,Frank Lloyd,The Divine Lady,TRUE
1928,1929,2,DIRECTING,Frank Lloyd,Drag;,FALSE
1928,1929,2,DIRECTING,Ernst Lubitsch,The Patriot,FALSE
1928,1929,2,OUTSTANDING PICTURE,Feature Productions,Alibi,FALSE
1928,1929,2,OUTSTANDING PICTURE,Fox,In Old Arizona,FALSE
1928,1929,2,OUTSTANDING PICTURE,Metro-Goldwyn-Mayer,The Broadway Melody,TRUE
1928,1929,2,OUTSTANDING PICTURE,Metro-Goldwyn-Mayer,Hollywood Revue,FALSE
1928,1929,2,OUTSTANDING PICTURE,Paramount Famous Lasky,The Patriot,FALSE
1928,1929,2,WRITING,Tom Barry,In Old Arizona;,FALSE
1928,1929,2,WRITING,Elliott Clawson,The Cop;,FALSE
1928,1929,2,WRITING,Hans Kraly,The Last of Mrs. Cheyney,FALSE
1928,1929,2,WRITING,Hans Kraly,The Patriot,TRUE
1928,1929,2,WRITING,Josephine Lovett,Our Dancing Daughters,FALSE
1928,1929,2,WRITING,Bess Meredyth,A Woman of Affairs;,FALSE
1929,1930,3,ACTOR,George Arliss,Disraeli,TRUE
1929,1930,3,ACTOR,George Arliss,The Green Goddess,FALSE
1929,1930,3,ACTOR,Wallace Beery,The Big House,FALSE
1929,1930,3,ACTOR,Maurice Chevalier,The Big Pond,FALSE
1929,1930,3,ACTOR,Ronald Colman,Bulldog Drummond,FALSE
1929,1930,3,ACTOR,Lawrence Tibbett,The Rogue Song,FALSE
1929,1930,3,ACTRESS,Nancy Carroll,The Devil's Holiday,FALSE
1929,1930,3,ACTRESS,Ruth Chatterton,Sarah and Son,FALSE
1929,1930,3,ACTRESS,Greta Garbo,Anna Christie,FALSE
1929,1930,3,ACTRESS,Norma Shearer,The Divorcee,TRUE
1929,1930,3,ACTRESS,Norma Shearer,Their Own Desire,FALSE
1929,1930,3,ACTRESS,Gloria Swanson,The Trespasser,FALSE
1929,1930,3,DIRECTING,Clarence Brown,Anna Christie;,FALSE
1929,1930,3,DIRECTING,Robert Leonard,The Divorcee,FALSE
1929,1930,3,DIRECTING,Ernst Lubitsch,The Love Parade,FALSE
1929,1930,3,DIRECTING,Lewis Milestone,All Quiet on the Western Front,TRUE
1929,1930,3,DIRECTING,King Vidor,Hallelujah,FALSE
1929,1930,3,OUTSTANDING PRODUCTION,Universal,All Quiet on the Western Front,TRUE
1929,1930,3,OUTSTANDING PRODUCTION,Cosmopolitan,The Big House,FALSE
1929,1930,3,OUTSTANDING PRODUCTION,Warner Bros.,Disraeli,FALSE
1929,1930,3,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Divorcee,FALSE
1929,1930,3,OUTSTANDING PRODUCTION,Paramount Famous Lasky,The Love Parade,FALSE
1929,1930,3,WRITING,"(George Abbott), (Maxwell Anderson), (Del Andrews)",All Quiet on the Western Front,FALSE
1929,1930,3,WRITING,Frances Marion,The Big House,TRUE
1929,1930,3,WRITING,(Julian Josephson),Disraeli,FALSE
1929,1930,3,WRITING,(John Meehan),The Divorcee,FALSE
1929,1930,3,WRITING,(Howard Estabrook),Street of Chance,FALSE
1930,1931,4,ACTOR,Lionel Barrymore,A Free Soul,TRUE
1930,1931,4,ACTOR,Jackie Cooper,Skippy,FALSE
1930,1931,4,ACTOR,Richard Dix,Cimarron,FALSE
1930,1931,4,ACTOR,Fredric March,The Royal Family of Broadway,FALSE
1930,1931,4,ACTOR,Adolphe Menjou,The Front Page,FALSE
1930,1931,4,ACTRESS,Marlene Dietrich,Morocco,FALSE
1930,1931,4,ACTRESS,Marie Dressler,Min and Bill,TRUE
1930,1931,4,ACTRESS,Irene Dunne,Cimarron,FALSE
1930,1931,4,ACTRESS,Ann Harding,Holiday,FALSE
1930,1931,4,ACTRESS,Norma Shearer,A Free Soul,FALSE
1930,1931,4,DIRECTING,Wesley Ruggles,Cimarron,FALSE
1930,1931,4,DIRECTING,Clarence Brown,A Free Soul,FALSE
1930,1931,4,DIRECTING,Lewis Milestone,The Front Page,FALSE
1930,1931,4,DIRECTING,Josef Von Sternberg,Morocco,FALSE
1930,1931,4,DIRECTING,Norman Taurog,Skippy,TRUE
1930,1931,4,OUTSTANDING PRODUCTION,RKO Radio,Cimarron,TRUE
1930,1931,4,OUTSTANDING PRODUCTION,Fox,East Lynne,FALSE
1930,1931,4,OUTSTANDING PRODUCTION,The Caddo Company,The Front Page,FALSE
1930,1931,4,OUTSTANDING PRODUCTION,Paramount Publix,Skippy,FALSE
1930,1931,4,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Trader Horn,FALSE
1930,1931,4,WRITING (Adaptation),Howard Estabrook,Cimarron,TRUE
1930,1931,4,WRITING (Adaptation),"Seton I. Miller, Fred Niblo, Jr.",The Criminal Code,FALSE
1930,1931,4,WRITING (Adaptation),Horace Jackson,Holiday,FALSE
1930,1931,4,WRITING (Adaptation),"Francis Faragoh, Robert N. Lee",Little Caesar,FALSE
1930,1931,4,WRITING (Adaptation),"Joseph L. Mankiewicz, Sam Mintz",Skippy,FALSE
1930,1931,4,WRITING (Original Story),John Monk Saunders,The Dawn Patrol,TRUE
1930,1931,4,WRITING (Original Story),Rowland Brown,The Doorway to Hell,FALSE
1930,1931,4,WRITING (Original Story),"Harry d'Abbadie d'Arrast, Douglas Doty, Donald Ogden Stewart",Laughter,FALSE
1930,1931,4,WRITING (Original Story),"John Bright, Kubec Glasmon",The Public Enemy,FALSE
1930,1931,4,WRITING (Original Story),"Lucien Hubbard, Joseph Jackson",Smart Money,FALSE
1931,1932,5,ACTOR,Wallace Beery,The Champ,TRUE
1931,1932,5,ACTOR,Alfred Lunt,The Guardsman,FALSE
1931,1932,5,ACTOR,Fredric March,Dr. Jekyll and Mr. Hyde,TRUE
1931,1932,5,ACTRESS,Marie Dressler,Emma,FALSE
1931,1932,5,ACTRESS,Lynn Fontanne,The Guardsman,FALSE
1931,1932,5,ACTRESS,Helen Hayes,The Sin of Madelon Claudet,TRUE
1931,1932,5,DIRECTING,Frank Borzage,Bad Girl,TRUE
1931,1932,5,DIRECTING,King Vidor,The Champ,FALSE
1931,1932,5,DIRECTING,Josef Von Sternberg,Shanghai Express,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Arrowsmith,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Fox,Bad Girl,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Champ,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,First National,Five Star Final,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Grand Hotel,TRUE
1931,1932,5,OUTSTANDING PRODUCTION,Paramount Publix,One Hour with You,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Paramount Publix,Shanghai Express,FALSE
1931,1932,5,OUTSTANDING PRODUCTION,Paramount Publix,The Smiling Lieutenant,FALSE
1931,1932,5,WRITING (Adaptation),Sidney Howard,Arrowsmith,FALSE
1931,1932,5,WRITING (Adaptation),Edwin Burke,Bad Girl,TRUE
1931,1932,5,WRITING (Adaptation),"Percy Heath, Samuel Hoffenstein",Dr. Jekyll and Mr. Hyde,FALSE
1931,1932,5,WRITING (Original Story),Frances Marion,The Champ,TRUE
1931,1932,5,WRITING (Original Story),"Grover Jones, William Slavens McNutt",Lady and Gent,FALSE
1931,1932,5,WRITING (Original Story),Lucien Hubbard,The Star Witness,FALSE
1931,1932,5,WRITING (Original Story),"Adela Rogers St. Johns, Jane Murfin",What Price Hollywood?,FALSE
1932,1933,6,ACTOR,Leslie Howard,Berkeley Square,FALSE
1932,1933,6,ACTOR,Charles Laughton,The Private Life of Henry VIII,TRUE
1932,1933,6,ACTOR,Paul Muni,I Am a Fugitive from a Chain Gang,FALSE
1932,1933,6,ACTRESS,Katharine Hepburn,Morning Glory,TRUE
1932,1933,6,ACTRESS,May Robson,Lady for a Day,FALSE
1932,1933,6,ACTRESS,Diana Wynyard,Cavalcade,FALSE
1932,1933,6,DIRECTING,Frank Lloyd,Cavalcade,TRUE
1932,1933,6,DIRECTING,Frank Capra,Lady for a Day,FALSE
1932,1933,6,DIRECTING,George Cukor,Little Women,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Fox,Cavalcade,TRUE
1932,1933,6,OUTSTANDING PRODUCTION,Paramount,A Farewell to Arms,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Warner Bros.,42nd Street,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Warner Bros.,I Am a Fugitive from a Chain Gang,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Columbia,Lady for a Day,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,RKO Radio,Little Women,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,London Films,The Private Life of Henry VIII,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Paramount,She Done Him Wrong,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Smilin' Through,FALSE
1932,1933,6,OUTSTANDING PRODUCTION,Fox,State Fair,FALSE
1932,1933,6,WRITING (Adaptation),Robert Riskin,Lady for a Day,FALSE
1932,1933,6,WRITING (Adaptation),"Victor Heerman, Sarah Y. Mason",Little Women,TRUE
1932,1933,6,WRITING (Adaptation),"Paul Green, Sonya Levien",State Fair,FALSE
1932,1933,6,WRITING (Original Story),Robert Lord,One Way Passage,TRUE
1932,1933,6,WRITING (Original Story),Frances Marion,The Prizefighter and the Lady,FALSE
1932,1933,6,WRITING (Original Story),Charles MacArthur,Rasputin and the Empress,FALSE
1934,1935,7,ACTOR,Clark Gable,It Happened One Night,TRUE
1934,1935,7,ACTOR,Frank Morgan,The Affairs of Cellini,FALSE
1934,1935,7,ACTOR,William Powell,The Thin Man,FALSE
1934,1935,7,ACTRESS,Claudette Colbert,It Happened One Night,TRUE
1934,1935,7,ACTRESS,Bette Davis,Of Human Bondage,FALSE
1934,1935,7,ACTRESS,Grace Moore,One Night of Love,FALSE
1934,1935,7,ACTRESS,Norma Shearer,The Barretts of Wimpole Street,FALSE
1934,1935,7,DIRECTING,Frank Capra,It Happened One Night,TRUE
1934,1935,7,DIRECTING,Victor Schertzinger,One Night of Love,FALSE
1934,1935,7,DIRECTING,W. S. Van Dyke,The Thin Man,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Barretts of Wimpole Street,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Paramount,Cleopatra,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,First National,Flirtation Walk,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,RKO Radio,The Gay Divorcee,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Warner Bros.,Here Comes the Navy,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,20th Century,The House of Rothschild,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Universal,Imitation of Life,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Columbia,It Happened One Night,TRUE
1934,1935,7,OUTSTANDING PRODUCTION,Columbia,One Night of Love,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Thin Man,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Viva Villa!,FALSE
1934,1935,7,OUTSTANDING PRODUCTION,Jesse L. Lasky (production company),The White Parade,FALSE
1934,1935,7,WRITING (Adaptation),Robert Riskin,It Happened One Night,TRUE
1934,1935,7,WRITING (Adaptation),"Frances Goodrich, Albert Hackett",The Thin Man,FALSE
1934,1935,7,WRITING (Adaptation),Ben Hecht,Viva Villa!,FALSE
1934,1935,7,WRITING (Original Story),Mauri Grashin,Hide-Out,FALSE
1934,1935,7,WRITING (Original Story),Arthur Caesar,Manhattan Melodrama,TRUE
1934,1935,7,WRITING (Original Story),Norman Krasna,The Richest Girl in the World,FALSE
1935,1936,8,ACTOR,Clark Gable,Mutiny on the Bounty,FALSE
1935,1936,8,ACTOR,Charles Laughton,Mutiny on the Bounty,FALSE
1935,1936,8,ACTOR,Victor McLaglen,The Informer,TRUE
1935,1936,8,ACTOR,Paul Muni,Black Fury,FALSE
1935,1936,8,ACTOR,Franchot Tone,Mutiny on the Bounty,FALSE
1935,1936,8,ACTRESS,Elisabeth Bergner,Escape Me Never,FALSE
1935,1936,8,ACTRESS,Claudette Colbert,Private Worlds,FALSE
1935,1936,8,ACTRESS,Bette Davis,Dangerous,TRUE
1935,1936,8,ACTRESS,Katharine Hepburn,Alice Adams,FALSE
1935,1936,8,ACTRESS,Miriam Hopkins,Becky Sharp,FALSE
1935,1936,8,ACTRESS,Merle Oberon,The Dark Angel,FALSE
1935,1936,8,DIRECTING,Michael Curtiz,Captain Blood,FALSE
1935,1936,8,DIRECTING,John Ford,The Informer,TRUE
1935,1936,8,DIRECTING,Henry Hathaway,The Lives of a Bengal Lancer,FALSE
1935,1936,8,DIRECTING,Frank Lloyd,Mutiny on the Bounty,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Alice Adams,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Broadway Melody of 1936,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,Cosmopolitan,Captain Blood,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,David Copperfield,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,The Informer,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,20th Century,Les Miserables,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,Paramount,The Lives of a Bengal Lancer,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,Warner Bros.,A Midsummer Night's Dream,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Mutiny on the Bounty,TRUE
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Naughty Marietta,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,Paramount,Ruggles of Red Gap,FALSE
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Top Hat,FALSE
1935,1936,8,WRITING (Original Story),Moss Hart,Broadway Melody of 1936,FALSE
1935,1936,8,WRITING (Original Story),Gregory Rogers,G-Men,FALSE
1935,1936,8,WRITING (Original Story),"Don Hartman, Stephen Avery",The Gay Deception,FALSE
1935,1936,8,WRITING (Original Story),"Ben Hecht, Charles MacArthur",The Scoundrel,TRUE
1935,1936,8,WRITING (Screenplay),Casey Robinson,Captain Blood,FALSE
1935,1936,8,WRITING (Screenplay),Dudley Nichols,The Informer,TRUE
1935,1936,8,WRITING (Screenplay),"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt",The Lives of a Bengal Lancer,FALSE
1935,1936,8,WRITING (Screenplay),"Talbot Jennings, Jules Furthman, Carey Wilson",Mutiny on the Bounty,FALSE
1936,1937,9,ACTOR,Gary Cooper,Mr. Deeds Goes to Town,FALSE
1936,1937,9,ACTOR,Walter Huston,Dodsworth,FALSE
1936,1937,9,ACTOR,Paul Muni,The Story of Louis Pasteur,TRUE
1936,1937,9,ACTOR,William Powell,My Man Godfrey,FALSE
1936,1937,9,ACTOR,Spencer Tracy,San Francisco,FALSE
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,FALSE
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,TRUE
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,FALSE
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,FALSE
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,FALSE
1936,1937,9,ACTRESS,Irene Dunne,Theodora Goes Wild,FALSE
1936,1937,9,ACTRESS,Gladys George,Valiant Is the Word for Carrie,FALSE
1936,1937,9,ACTRESS,Carole Lombard,My Man Godfrey,FALSE
1936,1937,9,ACTRESS,Luise Rainer,The Great Ziegfeld,TRUE
1936,1937,9,ACTRESS,Norma Shearer,Romeo and Juliet,FALSE
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,The Gorgeous Hussy,FALSE
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Alice Brady,My Man Godfrey,FALSE
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,These Three,FALSE
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Dodsworth,FALSE
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anthony Adverse,TRUE
1936,1937,9,DIRECTING,William Wyler,Dodsworth,FALSE
1936,1937,9,DIRECTING,Robert Z. Leonard,The Great Ziegfeld,FALSE
1936,1937,9,DIRECTING,Frank Capra,Mr. Deeds Goes to Town,TRUE
1936,1937,9,DIRECTING,Gregory La Cava,My Man Godfrey,FALSE
1936,1937,9,DIRECTING,W. S. Van Dyke,San Francisco,FALSE
1936,1937,9,OUTSTANDING PRODUCTION,Warner Bros.,Anthony Adverse,FALSE
1936,1937,9,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dodsworth,FALSE
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Great Ziegfeld,TRUE
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Libeled Lady,FALSE
1936,1937,9,OUTSTANDING PRODUCTION,Columbia,Mr. Deeds Goes to Town,FALSE
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Romeo and Juliet,FALSE
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,San Francisco,FALSE
1936,1937,9,OUTSTANDING PRODUCTION,Cosmopolitan,The Story of Louis Pasteur,FALSE
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,A Tale of Two Cities,FALSE
1936,1937,9,OUTSTANDING PRODUCTION,Universal,Three Smart Girls,FALSE
1936,1937,9,WRITING (Original Story),Norman Krasna,Fury,FALSE
1936,1937,9,WRITING (Original Story),William Anthony McGuire,The Great Ziegfeld,FALSE
1936,1937,9,WRITING (Original Story),Robert Hopkins,San Francisco,FALSE
1936,1937,9,WRITING (Original Story),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,TRUE
1936,1937,9,WRITING (Original Story),Adele Comandini,Three Smart Girls,FALSE
1936,1937,9,WRITING (Screenplay),"Frances Goodrich, Albert Hackett",After the Thin Man,FALSE
1936,1937,9,WRITING (Screenplay),Sidney Howard,Dodsworth,FALSE
1936,1937,9,WRITING (Screenplay),Robert Riskin,Mr. Deeds Goes to Town,FALSE
1936,1937,9,WRITING (Screenplay),"Eric Hatch, Morris Ryskind",My Man Godfrey,FALSE
1936,1937,9,WRITING (Screenplay),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,TRUE
1937,1938,10,ACTOR,Charles Boyer,Conquest,FALSE
1937,1938,10,ACTOR,Fredric March,A Star Is Born,FALSE
1937,1938,10,ACTOR,Robert Montgomery,Night Must Fall,FALSE
1937,1938,10,ACTOR,Paul Muni,The Life of Emile Zola,FALSE
1937,1938,10,ACTOR,Spencer Tracy,Captains Courageous,TRUE
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,FALSE
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,FALSE
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,TRUE
1937,1938,10,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,FALSE
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,FALSE
1937,1938,10,ACTRESS,Irene Dunne,The Awful Truth,FALSE
1937,1938,10,ACTRESS,Greta Garbo,Camille,FALSE
1937,1938,10,ACTRESS,Janet Gaynor,A Star Is Born,FALSE
1937,1938,10,ACTRESS,Luise Rainer,The Good Earth,TRUE
1937,1938,10,ACTRESS,Barbara Stanwyck,Stella Dallas,FALSE
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Alice Brady,In Old Chicago,TRUE
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Andrea Leeds,Stage Door,FALSE
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Anne Shirley,Stella Dallas,FALSE
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,FALSE
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Night Must Fall,FALSE
1937,1938,10,DIRECTING,Leo McCarey,The Awful Truth,TRUE
1937,1938,10,DIRECTING,Sidney Franklin,The Good Earth,FALSE
1937,1938,10,DIRECTING,William Dieterle,The Life of Emile Zola,FALSE
1937,1938,10,DIRECTING,Gregory La Cava,Stage Door,FALSE
1937,1938,10,DIRECTING,William Wellman,A Star Is Born,FALSE
1937,1938,10,OUTSTANDING PRODUCTION,Columbia,The Awful Truth,FALSE
1937,1938,10,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Captains Courageous,FALSE
1937,1938,10,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dead End,FALSE
1937,1938,10,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Good Earth,FALSE
1937,1938,10,OUTSTANDING PRODUCTION,20th Century-Fox,In Old Chicago,FALSE
1937,1938,10,OUTSTANDING PRODUCTION,Warner Bros.,The Life of Emile Zola,TRUE
1937,1938,10,OUTSTANDING PRODUCTION,Columbia,Lost Horizon,FALSE
1937,1938,10,OUTSTANDING PRODUCTION,Universal,One Hundred Men and a Girl,FALSE
1937,1938,10,OUTSTANDING PRODUCTION,RKO Radio,Stage Door,FALSE
1937,1938,10,OUTSTANDING PRODUCTION,Selznick International Pictures,A Star Is Born,FALSE
1937,1938,10,WRITING (Original Story),Robert Lord,Black Legion,FALSE
1937,1938,10,WRITING (Original Story),Niven Busch,In Old Chicago,FALSE
1937,1938,10,WRITING (Original Story),"Heinz Herald, Geza Herczeg",The Life of Emile Zola,FALSE
1937,1938,10,WRITING (Original Story),Hans Kraly,One Hundred Men and a Girl,FALSE
1937,1938,10,WRITING (Original Story),"William A. Wellman, Robert Carson",A Star Is Born,TRUE
1937,1938,10,WRITING (Screenplay),Vina Delmar,The Awful Truth,FALSE
1937,1938,10,WRITING (Screenplay),"John Lee Mahin, Marc Connelly, Dale Van Every",Captains Courageous,FALSE
1937,1938,10,WRITING (Screenplay),"Norman Reilly Raine, Heinz Herald, Geza Herczeg",The Life of Emile Zola,TRUE
1937,1938,10,WRITING (Screenplay),"Morris Ryskind, Anthony Veiller",Stage Door,FALSE
1937,1938,10,WRITING (Screenplay),"Dorothy Parker, Alan Campbell, Robert Carson",A Star Is Born,FALSE
1938,1939,11,ACTOR,Charles Boyer,Algiers,FALSE
1938,1939,11,ACTOR,James Cagney,Angels with Dirty Faces,FALSE
1938,1939,11,ACTOR,Robert Donat,The Citadel,FALSE
1938,1939,11,ACTOR,Leslie Howard,Pygmalion,FALSE
1938,1939,11,ACTOR,Spencer Tracy,Boys Town,TRUE
1938,1939,11,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Kentucky,TRUE
1938,1939,11,ACTOR IN A SUPPORTING ROLE,John Garfield,Four Daughters,FALSE
1938,1939,11,ACTOR IN A SUPPORTING ROLE,Gene Lockhart,Algiers,FALSE
1938,1939,11,ACTOR IN A SUPPORTING ROLE,Robert Morley,Marie Antoinette,FALSE
1938,1939,11,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,If I Were King,FALSE
1938,1939,11,ACTRESS,Fay Bainter,White Banners,FALSE
1938,1939,11,ACTRESS,Bette Davis,Jezebel,TRUE
1938,1939,11,ACTRESS,Wendy Hiller,Pygmalion,FALSE
1938,1939,11,ACTRESS,Norma Shearer,Marie Antoinette,FALSE
1938,1939,11,ACTRESS,Margaret Sullavan,Three Comrades,FALSE
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Fay Bainter,Jezebel,TRUE
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,Of Human Hearts,FALSE
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Billie Burke,Merrily We Live,FALSE
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Spring Byington,You Can't Take It with You,FALSE
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Miliza Korjus,The Great Waltz,FALSE
1938,1939,11,DIRECTING,Michael Curtiz,Angels with Dirty Faces,FALSE
1938,1939,11,DIRECTING,Norman Taurog,Boys Town,FALSE
1938,1939,11,DIRECTING,King Vidor,The Citadel,FALSE
1938,1939,11,DIRECTING,Michael Curtiz,Four Daughters,FALSE
1938,1939,11,DIRECTING,Frank Capra,You Can't Take It with You,TRUE
1938,1939,11,OUTSTANDING PRODUCTION,Warner Bros.-First National,The Adventures of Robin Hood,FALSE
